filepath,label,split,aug_type,mic_type,experiment,mel_path,group,orig_filepath,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original,is_original,orig_experiment,duration_s,rms,rms_db,peak,zcr,mel_total_energy,centroid_mean,centroid_std,rolloff_mean,rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_entropy_mean,spectral_contrast_mean,mfcc_0_mean,mfcc_1_mean,chroma_mean_first,chroma_mean,chroma_std,tonnetz_0_mean,harmonic_percussive_ratio,tempo,onset_rate,crest_factor,wavelet_total_energy,filepath_clean
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_045.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_045_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,15.09297052154195,0.0009671652223914,-60.28998566900054,0.060577392578125,0.2341287951575711,0.0105043593794107,6738.95642873115,2089.211105761593,11611.8087498799,4182.555042465875,0.0158923398703336,0.0203756708651781,4826.257620241049,1483.9642985518724,9.485572814941406,19.110368465857864,-780.7582397460938,3.1925618648529053,0.2550874650478363,0.3082339465618133,0.2896869480609894,-0.003715731650043,0.06212009862065315,123.046875,4.439152644230769,36.17725372314453,1.8735671043396,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_045.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_317.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_317_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,15.09297052154195,0.0008982375147752,-60.93217524582501,0.0963134765625,0.258787185938701,0.0114847309887409,7443.051328743645,2389.0845431151965,12523.684455466948,4329.545124853503,0.0246281716972589,0.0269326791167259,4987.441080225583,1464.7329058635726,9.655876159667969,18.470840756120246,-786.4613037109375,-7.332281112670898,0.3040699362754822,0.3102719485759735,0.2834930121898651,0.0214483387166155,0.14678455889225006,129.19921875,3.2465444711538463,58.64845275878906,1.7865068912506104,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_317.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_366.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_366_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0007069602143019,-63.01209929869919,0.0855712890625,0.2761932743352962,0.0053907423280179,7496.924177297395,2925.316203651464,11894.489531751871,4408.310066363254,0.0211977642029523,0.0259528122842311,4738.736929975335,1258.2893242856233,9.733177185058594,18.661410500118325,-789.1766357421875,-1.058551549911499,0.2950765788555145,0.3342421650886535,0.28395527601242065,0.0037375004433792,0.13798578083515167,135.99917763157896,3.9375,79.14111328125,0.8796263337135315,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_366.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_466.wav,desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_466_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0005301027558743,-65.51279712101193,0.030303955078125,0.24908524525316456,0.0022923827636986,6996.565122867816,1855.142657333019,12071.677215189871,3870.6629379309024,0.0218160990625619,0.0240424387156963,4906.077450171991,1348.384594950308,9.600871086120605,18.82168077047481,-796.4495239257812,0.7817057371139526,0.2296874523162841,0.3107051849365234,0.28671371936798096,0.008108485354895,0.07305075973272324,120.18531976744184,5.2828125,38.94655990600586,0.4669341742992401,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_466.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_157.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_157_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,15.09297052154195,0.0011699945898726,-58.63632218668764,0.0926513671875,0.26092721644408146,0.0140203153714537,7221.844088867304,2089.625952735465,12201.861548808609,4111.513999833487,0.0186635889112949,0.0239608269184827,4845.57849546795,1557.508701104986,9.534555435180664,19.154864210039097,-762.6400756835938,-10.986281394958496,0.3058595359325409,0.3037494421005249,0.2855909466743469,-0.0092015826201636,0.049222610890865326,132.51201923076923,6.824368990384615,47.36384963989258,2.550344944000244,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_157.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_245.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_245_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0006999128963798,-63.09911884372966,0.073974609375,0.28315955957798,0.0044986242428421,7815.851050583235,2016.4902875893267,13274.6126162674,3739.926764205003,0.0254481751471757,0.0277075078338384,5138.493347313561,1450.5285338124147,9.656003952026367,18.6102473514062,-795.7626953125,-2.55094051361084,0.2897213101387024,0.3124418258666992,0.28331708908081055,-0.0072632238432696,0.04001991078257561,129.19921875,7.998046875,59.645118713378906,1.106394648551941,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_245.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_187.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_187_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,15.09297052154195,0.0007539421785622,-62.45323804444706,0.062744140625,0.27603503615007685,0.0048095709644258,7448.66311236039,2389.675717154531,12322.437555546214,4298.512562205992,0.0191892143338918,0.0287197791039943,4777.599617683345,1518.392198687247,9.629423141479492,19.080650714043127,-796.6588134765625,-10.814367294311523,0.2255108207464218,0.2999462187290191,0.29430511593818665,0.0128374866703151,0.07255981117486954,126.04801829268293,5.963040865384615,55.228572845458984,0.8680965900421143,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_187.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_027.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\sin_desgaste\limpio_broca6_1_027_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0006526485667563,-63.70641089672103,0.052642822265625,0.24911788733493934,0.0043275044299662,7085.2167602761265,2120.9454818718955,12110.175070262312,4145.937512549322,0.0202942304313182,0.0230784565210342,4959.421919076563,1430.6855152619985,9.541810989379883,19.145022134086645,-797.3245849609375,3.875000953674317,0.2558546662330627,0.3025465309619903,0.2872265577316284,0.0082158443554556,0.06133829802274704,129.19921875,5.90625,49.444541931152344,0.816563069820404,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_027.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_020.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\sin_desgaste\limpio_broca6_1_020_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,15.09297052154195,0.0007732502999715,-62.233596933630686,0.08978271484375,0.2566768051018447,0.0058121364563703,7200.047607500515,2255.317754411039,12015.494241208686,4332.32106346351,0.0196092072874307,0.023694647476077,4887.872565890593,1525.592278159656,9.62415599822998,18.830850342336355,-800.0157470703125,-2.7345404624938965,0.2744899094104767,0.305341362953186,0.2932031452655792,-0.0119075935731419,0.05113932490348816,120.18531976744184,3.975360576923077,66.66858673095703,1.21721351146698,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_020.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_233.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_233_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0006962628685869,-63.14453405156607,0.078277587890625,0.2896699762446467,0.0036623340565711,8018.802192776736,2220.76008343878,13538.267553031315,3918.596411746001,0.0287632420659065,0.0298215486109256,5070.753307520846,1499.9367159048177,9.695150375366211,18.41189464805137,-802.3160400390625,-9.984390258789062,0.2913293540477752,0.3216883540153503,0.2803521454334259,0.0072799746819966,0.034498319029808044,123.046875,5.4755859375,67.24517059326172,0.9769667387008668,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_233.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_496.wav,desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_496_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0005075110238976,-65.8910886842779,0.02581787109375,0.2519482454405396,0.0035747201181948,7098.17373368518,1996.4024195742552,12428.718094187208,3887.8442805288414,0.0201419126242399,0.0217702742666006,5047.03339274384,1389.9542674710374,9.539604187011719,18.857003551948893,-800.4473876953125,7.0259222984313965,0.2367566078901291,0.3119522333145141,0.2878107726573944,0.0112945060696053,0.12077073007822037,123.046875,8.268749999999999,33.904388427734375,0.4579639136791229,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_496.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_253.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_253_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0006360934348776,-63.929580369595314,0.06561279296875,0.2818616585251606,0.0036501088179647,7712.114423943962,1976.713584442031,13031.56868977516,3982.163809148462,0.0253906417638063,0.0274665113538503,5054.629250594532,1489.2412791603265,9.591516494750977,18.628035990099452,-810.11767578125,-16.357030868530273,0.2392252683639526,0.3136831223964691,0.2873467803001404,-0.0042375540576057,0.03492753207683563,112.34714673913044,6.8291015625,62.44241714477539,0.7965562343597412,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_253.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_292.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_292_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,15.09297052154195,0.0010568585712462,-59.51966169948277,0.058135986328125,0.2586862269408148,0.0153692727908492,7179.276978057856,2375.32569365827,11935.882629347618,4232.530803277091,0.0190907269716262,0.0236798841506242,4696.517079990778,1403.802372188714,9.533324241638184,19.15373239533452,-736.3212890625,-6.329573631286621,0.266658216714859,0.2895733714103699,0.2906132638454437,0.0221721708717115,0.10017596930265427,143.5546875,5.234224759615384,33.5106201171875,2.354569911956787,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_292.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_448.wav,desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_448_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0005040683900006,-65.95020900091254,0.034454345703125,0.24890307503331113,0.0023675593547523,6993.295484399061,2102.3194350630124,12276.938421260826,4186.327253016344,0.0215354729443788,0.0246240068227052,5076.231984131053,1385.009421314234,9.578948974609375,18.743023992032114,-799.11376953125,10.56221866607666,0.2505924701690674,0.3230750858783722,0.2837221622467041,0.012442032659498,0.044451188296079636,120.18531976744184,3.5601562499999995,41.715110778808594,0.5255910158157349,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_448.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_259.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_259_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,15.09297052154195,0.0007785843918099,-62.173885020022624,0.07122802734375,0.28792492854054574,0.0059863831847906,7913.260054807672,2099.3436782320337,13176.68173670494,4065.800113735826,0.0258792135864496,0.0283163674175739,5027.092123587481,1531.8164162798323,9.645500183105469,18.41548379504077,-802.7614135742188,-10.885472297668455,0.2893081307411194,0.3030898869037628,0.2831224799156189,0.0057605090222335,0.05436095967888832,135.99917763157896,3.842848557692308,48.997772216796875,1.40511953830719,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_259.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_357.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_357_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,15.09297052154195,0.0007551264134235,-62.43960561698348,0.114532470703125,0.2746846626393159,0.0059687858447432,7460.792082732081,2692.120371908468,12045.849271593966,4329.800128503462,0.0190495811402797,0.0214657429605722,4773.336355045094,1377.3061268214717,9.659242630004883,18.89664327911867,-796.13232421875,-8.928455352783203,0.2689098715782165,0.3005964159965515,0.2859950661659241,0.0145386613513355,0.059379514306783676,129.19921875,7.751953125,94.18891143798828,0.9934197664260864,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_357.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_051.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_051_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0009284870466217,-60.64448207951557,0.109130859375,0.26145073552373305,0.0078078750520944,7084.331967909845,2552.200144017786,11675.345770041487,4707.396475050231,0.0177380517125129,0.0231366008520126,4802.7361328255965,1559.0036699304785,9.510722160339355,19.097390580802518,-777.8988037109375,6.220685005187988,0.2595540583133697,0.3079746067523956,0.2920806407928467,0.0051389250340889,0.0682387501001358,132.51201923076923,5.3525390625,74.65148162841797,1.5396018028259275,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_051.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_069.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_069_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0010230313055217,-59.802220677947744,0.100372314453125,0.22877910867237689,0.010125758126378,6654.936012429941,2268.901721935881,11542.135012379553,4386.572273144288,0.0159510429948568,0.021071545779705,4824.29469802201,1559.1302803140195,9.548234939575195,19.19377715863285,-772.3875732421875,7.582692146301269,0.2601456940174103,0.3124025464057922,0.29097744822502136,-0.0130049513271237,0.06422460824251175,129.19921875,8.7978515625,61.04093551635742,1.945106029510498,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_069.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_121.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_121_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0010608664015308,-59.48678527760541,0.236175537109375,0.22895058217344755,0.0111534753814339,6549.411472439745,2165.825662960237,11046.533203125,3956.29830574187,0.0155028086155653,0.0198495537042617,4625.561586870425,1237.741920033884,9.547910690307617,19.596377584266715,-741.7529296875,-0.5676584839820862,0.2804082334041595,0.3119111955165863,0.28964555263519287,-0.0028783423102166,0.048460911959409714,135.99917763157896,7.9365234375,124.09168243408203,2.5585296154022217,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_121.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_011.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\sin_desgaste\limpio_broca6_1_011_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,17.41496598639456,0.0006765941507183,-63.39343393799372,0.0906982421875,0.2391657514781812,0.0055748517625033,6900.778955428631,2280.722678134633,11940.01050081196,4351.209440559445,0.0186902042478323,0.0220885537564754,5021.949564041361,1414.4811252809209,9.538810729980469,18.566256316783534,-804.2588500976562,11.92883014678955,0.2711957991123199,0.3145514130592346,0.2861673831939697,0.0047805643879923,0.08326681703329086,135.99917763157896,6.603515624999999,73.05191040039062,1.2073215246200562,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_011.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_075.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_075_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0008947835885919,-60.965638828992965,0.059417724609375,0.23507483493932904,0.0079416828230023,6699.281322990012,2157.26944430734,11483.898533692452,4363.674101780007,0.0144755374640226,0.01874366030097,4772.387436905262,1598.5000656136942,9.431989669799805,19.249504605246837,-779.54052734375,6.501717567443848,0.257377028465271,0.3052055537700653,0.290435254573822,-0.0046182486756948,0.04980301111936569,120.18531976744184,8.7978515625,41.60114288330078,1.4734653234481812,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_075.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_238.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_238_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,16.253968253968253,0.0008074744837358,-61.85742277478511,0.16241455078125,0.2811482311741613,0.0050945146940648,7701.0106174294,1949.751690754692,12847.037899826017,3769.991137924657,0.0225827246904373,0.0262139625847339,4897.956720169111,1472.033076998986,9.594487190246582,18.894676803689872,-799.4819946289062,-15.2255277633667,0.2459529042243957,0.2935269474983215,0.2891668677330017,0.0117669994861909,0.025985505431890488,129.19921875,6.4599609375,115.1579360961914,1.426007866859436,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_238.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_542.wav,desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_542_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.000580912339501,-64.71778647120414,0.035736083984375,0.2941967724641905,0.0045826877467334,7692.647041735589,2265.6934333314366,12841.55019700408,4158.659216583548,0.0204862374812364,0.0216438267379999,5093.394174421984,1508.8286717077583,9.620759963989258,18.92919948448999,-801.4729614257812,5.454890251159668,0.3053340911865234,0.309226781129837,0.2838820219039917,0.0073285217100183,0.13899610936641693,132.51201923076923,4.134375,35.6320915222168,0.7902666330337524,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_542.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_023.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\sin_desgaste\limpio_broca6_1_023_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0007903190562501,-62.04394982463676,0.09228515625,0.23678294800588864,0.007376511581242,6965.263467232437,2078.896598939972,12110.88208478319,4270.740382069581,0.0188591964542865,0.0247347671538591,4916.929542477846,1498.4801000162986,9.494955062866211,18.998174668469105,-784.2264404296875,2.895582675933838,0.2220727801322937,0.2845113575458526,0.2930738031864166,0.002321163439996,0.04581286385655403,129.19921875,6.2138671875,62.34765625,1.5742361545562744,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_023.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_207.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_207_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,15.09297052154195,0.0008640096639283,-61.269626993102165,0.201080322265625,0.23882920589930823,0.0072108614258468,7113.745714025688,1886.106084496373,12409.083457436587,4103.978937466757,0.0198005083948373,0.0267935153096914,4996.25157436107,1536.6169739475738,9.623149871826172,18.856882959451536,-791.39697265625,-6.246322154998779,0.3009198904037475,0.3085392117500305,0.288631796836853,0.0033478136642107,0.043686944991350174,114.84375,4.240384615384615,124.9876708984375,1.732374906539917,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_207.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_002.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\sin_desgaste\limpio_broca6_1_002_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,15.09297052154195,0.0006474911933764,-63.77532134073259,0.04058837890625,0.2666038143735588,0.0045915460214018,7357.128099299837,1921.4486766051489,12489.754350619716,3844.205344860716,0.0216108076274395,0.0238019432872533,4895.196425411563,1495.3076499094127,9.576738357543945,18.44317998909903,-809.878173828125,-4.615696907043457,0.2756042182445526,0.3002590537071228,0.2857680916786194,0.0023343186505665,0.1253959983587265,132.51201923076923,2.7827524038461537,34.77939224243164,0.9068176746368408,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_002.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_254.wav,medianamente_desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_254_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,15.09297052154195,0.0007019749027676,-63.07356705522004,0.070587158203125,0.27435101004035356,0.004149068146944,7613.997628706239,2347.3315237372817,12519.943868298424,4256.591636445646,0.0229078810662031,0.0256215371191501,4847.963808907006,1551.57433079392,9.618783950805664,18.723965015426245,-798.4141235351562,-11.696136474609377,0.222707524895668,0.3017979264259338,0.2868426442146301,-0.0020701755012757,0.07206834107637405,114.84375,5.432992788461538,64.86902618408203,0.7909019589424133,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_254.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_520.wav,desgastado,test,original,condensador,E3,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_520_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado,True,,17.41496598639456,0.0005884338170289,-64.60604605423975,0.036865234375,0.26940991162141903,0.0036855791695415,7329.024955736579,2286.1358794183043,12518.523458319454,4364.30242172324,0.0206122510135173,0.0234328191727399,5012.943738734012,1503.3324543537656,9.566132545471191,19.110545485626783,-792.6304321289062,6.25261926651001,0.2874760925769806,0.3151989579200744,0.2808510363101959,0.0095440108784735,0.09406375139951706,132.51201923076923,6.718359375,40.23278045654297,0.6470807790756226,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_520.wav
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_024.wav,sin_desgaste,test,original,condensador,E3,D:\dataset\mels\sin_desgaste\limpio_broca6_1_024_mel.npy,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),,6,yes,linear,A100,prensa_mecanica,sin_desgaste,True,,16.253968253968253,0.0007056730682961,-63.02792790730288,0.045684814453125,0.24920222999197003,0.0050953081808984,6948.870992593816,2131.819791526384,11833.317405815043,4276.259261615145,0.0176715478301048,0.0211908463388681,4782.063284350476,1479.3769440159738,9.496280670166016,19.221100889283417,-792.7476806640625,1.1099131107330322,0.2421274483203888,0.2998501658439636,0.2917463481426239,-0.0057880411863981,0.05830742418766022,139.6748310810811,8.7978515625,39.74102783203125,0.9510583281517028,D:\dataset\cleaned_wavs\combinado\dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_024.wav
