filepath,mel_path,label,group,split,orig_filepath,aug_type,mic_type,experiment,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01038.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01038.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01039.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01039.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01040.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01040.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01041.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01041.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01042.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01042.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01043.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01043.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01044.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01044.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01045.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01045.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01046.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01046.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01047.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01047.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01048.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01048.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01049.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01049.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01050.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01050.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01051.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01051.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01052.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01052.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01053.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01053.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01054.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01054.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01055.wav,,medianamente_desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01055.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01056.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01056.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01057.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01057.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01058.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01058.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01059.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01059.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01060.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01060.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01061.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01061.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01062.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01062.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01063.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01063.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01064.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01064.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01065.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01065.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01066.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01066.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01067.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01067.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01068.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01068.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01069.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01069.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01070.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01070.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01071.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01071.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01072.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01072.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01073.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01073.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,desgastado
D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01074.wav,,desgastado,Con falla/8mm_A100/E1_Micrófono1 (dinámico),,D:\dataset\Con falla\8mm_A100\E1_Micrófono1 (dinámico)\B01074.wav,original,dinamico,E1,8,yes,mixed,A100,prensa_mecanica,desgastado
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_001.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_001.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_002.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_002.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_003.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_003.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_004.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_004.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_005.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_005.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_006.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_006.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_007.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_007.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_008.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_008.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_009.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_009.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_010.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_010.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_011.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_011.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_012.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_012.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_013.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_013.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_014.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_014.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_015.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_015.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_016.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_016.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_017.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_017.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_018.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_018.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_019.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_019.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_020.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_020.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_021.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_021.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_022.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_022.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_023.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_023.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_024.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_024.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_025.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_025.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_026.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_026.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_027.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_027.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_028.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_028.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_029.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_029.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_030.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_030.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_031.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_031.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_032.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_032.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_033.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_033.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_034.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_034.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_035.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_035.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_036.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_036.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_037.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_037.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_038.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_038.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_039.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_039.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_040.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_040.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_041.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_041.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_042.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_042.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_043.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_043.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_044.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_044.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_045.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_045.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_046.wav,,sin_desgaste,Sin falla/8mm_A100/E5_Micrófono2 (condensador),,D:\dataset\Sin falla\8mm_A100\E5_Micrófono2 (condensador)\broca8_1_046.wav,original,condensador,E5,8,yes,linear,A100,prensa_mecanica,sin_desgaste
